Date,SP500,NASDAQ,DowJones,Russell
2020-01-28,3276.239990234375,111.13999938964844,28722.849609375,1658.31005859375
2020-01-29,3273.39990234375,115.33999633789062,28734.44921875,1649.219970703125
2020-01-30,3283.659912109375,115.95999908447266,28859.439453125,1648.219970703125
2020-01-31,3225.52001953125,116.45999908447266,28256.029296875,1614.06005859375
2020-02-03,3248.919921875,117.79000091552734,28399.810546875,1632.2099609375
2020-02-04,3297.590087890625,118.66999816894533,28807.630859375,1656.77001953125
2020-02-05,3334.68994140625,116.47000122070312,29290.849609375,1681.9200439453125
2020-02-06,3345.780029296875,115.8499984741211,29379.76953125,1677.4599609375
2020-02-07,3327.7099609375,114.33000183105467,29102.509765625,1656.780029296875
2020-02-10,3352.090087890625,115.7300033569336,29276.8203125,1667.6700439453125
2020-02-11,3357.75,114.8000030517578,29276.33984375,1677.510009765625
2020-02-12,3379.449951171875,114.05999755859376,29551.419921875,1689.3800048828125
2020-02-13,3373.93994140625,114.4000015258789,29423.310546875,1693.739990234375
2020-02-14,3380.159912109375,116.1999969482422,29398.080078125,1687.5799560546875
2020-02-18,3370.2900390625,115.66999816894533,29232.189453125,1683.52001953125
2020-02-19,3386.14990234375,115.2699966430664,29348.029296875,1692.5699462890625
2020-02-20,3373.22998046875,114.48999786376952,29219.98046875,1696.0699462890625
2020-02-21,3337.75,115.18000030517578,28992.41015625,1678.6099853515625
2020-02-24,3225.889892578125,114.73999786376952,27960.80078125,1628.0999755859375
2020-02-25,3128.2099609375,112.41000366210938,27081.359375,1571.9000244140625
2020-02-26,3116.389892578125,113.0199966430664,26957.58984375,1552.760009765625
2020-02-27,2978.760009765625,107.4499969482422,25766.640625,1497.8699951171875
2020-02-28,2954.219970703125,102.5500030517578,25409.359375,1476.4300537109375
2020-03-02,3090.22998046875,110.12000274658205,26703.3203125,1518.489990234375
2020-03-03,3003.3701171875,110.06999969482422,25917.41015625,1486.0799560546875
2020-03-04,3130.1201171875,116.37000274658205,27090.859375,1531.199951171875
2020-03-05,3023.93994140625,114.0999984741211,26121.279296875,1478.8199462890625
2020-03-06,2972.3701171875,110.5,25864.779296875,1449.219970703125
2020-03-09,2746.56005859375,105.72000122070312,23851.01953125,1313.43994140625
2020-03-10,2882.22998046875,104.6999969482422,25018.16015625,1350.9000244140625
2020-03-11,2741.3798828125,99.31999969482422,23553.220703125,1264.300048828125
2020-03-12,2480.639892578125,88.62999725341797,21200.619140625,1122.9300537109375
2020-03-13,2711.02001953125,96.0500030517578,23185.619140625,1210.1300048828125
2020-03-16,2386.1298828125,85.30999755859375,20188.51953125,1037.4200439453125
2020-03-17,2529.18994140625,95.02999877929688,21237.380859375,1106.510009765625
2020-03-18,2398.10009765625,91.56999969482422,19898.919921875,991.1599731445312
2020-03-19,2409.389892578125,88.0,20087.189453125,1058.75
2020-03-20,2304.919921875,80.5,19173.98046875,1013.8900146484376
2020-03-23,2237.39990234375,72.86000061035156,18591.9296875,1002.4000244140624
2020-03-24,2447.330078125,82.98999786376953,20704.91015625,1096.5400390625
2020-03-25,2475.56005859375,86.95999908447266,21200.55078125,1110.3699951171875
2020-03-26,2630.070068359375,93.81999969482422,22552.169921875,1180.3199462890625
2020-03-27,2541.469970703125,92.77999877929688,21636.779296875,1131.989990234375
2020-03-30,2626.64990234375,99.44000244140624,22327.48046875,1158.3199462890625
2020-03-31,2584.590087890625,94.9499969482422,21917.16015625,1153.0999755859375
2020-04-01,2470.5,92.2699966430664,20943.509765625,1071.989990234375
2020-04-02,2526.89990234375,93.95999908447266,21413.439453125,1085.81005859375
2020-04-03,2488.64990234375,95.22000122070312,21052.529296875,1052.050048828125
2020-04-06,2663.679931640625,101.58999633789062,22679.990234375,1138.780029296875
2020-04-07,2659.409912109375,100.94000244140624,22653.859375,1139.1700439453125
2020-04-08,2749.97998046875,104.12999725341795,23433.5703125,1191.6600341796875
2020-04-09,2789.820068359375,107.91999816894533,23719.369140625,1246.72998046875
2020-04-13,2761.6298828125,103.29000091552734,23390.76953125,1212.0400390625
2020-04-14,2846.06005859375,107.55999755859376,23949.759765625,1237.3299560546875
2020-04-15,2783.360107421875,106.0,23504.349609375,1183.97998046875
2020-04-16,2799.550048828125,108.30999755859376,23537.6796875,1178.0899658203125
2020-04-17,2874.56005859375,111.23999786376952,24242.490234375,1229.0999755859375
2020-04-20,2823.159912109375,109.77999877929688,23650.439453125,1213.3499755859375
2020-04-21,2736.56005859375,105.2699966430664,23018.880859375,1185.0899658203125
2020-04-22,2799.31005859375,104.62999725341795,23475.8203125,1201.52001953125
2020-04-23,2797.800048828125,103.8499984741211,23515.259765625,1214.06005859375
2020-04-24,2836.739990234375,105.62999725341795,23775.26953125,1233.050048828125
2020-04-27,2878.47998046875,111.62999725341795,24133.779296875,1281.8800048828125
2020-04-28,2863.389892578125,111.20999908447266,24101.55078125,1298.0799560546875
2020-04-29,2939.510009765625,111.5999984741211,24633.859375,1360.760009765625
2020-04-30,2912.429931640625,109.66999816894533,24345.720703125,1310.6600341796875
2020-05-01,2830.7099609375,106.62000274658205,23723.689453125,1260.47998046875
2020-05-04,2842.739990234375,106.12999725341795,23749.759765625,1263.969970703125
2020-05-05,2868.43994140625,108.83000183105467,23883.08984375,1273.510009765625
2020-05-06,2848.419921875,105.62999725341795,23664.640625,1263.010009765625
2020-05-07,2881.18994140625,107.33000183105467,23875.890625,1282.9300537109375
2020-05-08,2929.800048828125,107.58999633789062,24331.3203125,1329.6400146484375
2020-05-11,2930.18994140625,109.23999786376952,24221.990234375,1321.239990234375
2020-05-12,2870.1201171875,108.5,23764.779296875,1275.5400390625
2020-05-13,2820.0,108.88999938964844,23247.970703125,1233.25
2020-05-14,2852.5,109.4800033569336,23625.33984375,1237.550048828125
2020-05-15,2863.699951171875,112.08000183105467,23685.419921875,1256.989990234375
2020-05-18,2953.909912109375,114.94000244140624,24597.369140625,1333.68994140625
2020-05-19,2922.93994140625,112.62999725341795,24206.859375,1307.719970703125
2020-05-20,2971.610107421875,114.70999908447266,24575.900390625,1346.9300537109375
2020-05-21,2948.510009765625,113.98999786376952,24474.119140625,1347.56005859375
2020-05-22,2955.449951171875,115.33999633789062,24465.16015625,1355.530029296875
2020-05-26,2991.77001953125,116.27999877929688,24995.109375,1393.0699462890625
2020-05-27,3036.1298828125,115.19000244140624,25548.26953125,1436.3599853515625
2020-05-28,3029.72998046875,116.37000274658205,25400.640625,1400.6700439453125
2020-05-29,3044.31005859375,118.45999908447266,25383.109375,1394.0400390625
2020-06-01,3055.72998046875,118.87999725341795,25475.01953125,1405.3699951171875
2020-06-02,3080.820068359375,119.23999786376952,25742.650390625,1418.2099609375
2020-06-03,3122.8701171875,119.33999633789062,26269.890625,1452.0899658203125
2020-06-04,3112.35009765625,117.93000030517578,26281.8203125,1452.06005859375
2020-06-05,3193.929931640625,119.9000015258789,27110.98046875,1507.1500244140625
2020-06-08,3232.389892578125,121.3000030517578,27572.439453125,1536.8900146484375
2020-06-09,3207.179931640625,120.08999633789062,27272.30078125,1507.050048828125
2020-06-10,3190.139892578125,120.01000213623048,26989.990234375,1467.3900146484375
2020-06-11,3002.10009765625,113.25,25128.169921875,1356.219970703125
2020-06-12,3041.31005859375,115.1500015258789,25605.5390625,1387.6800537109375
2020-06-15,3066.590087890625,117.37000274658205,25763.16015625,1419.6099853515625
2020-06-16,3124.739990234375,118.52999877929688,26289.98046875,1452.260009765625
2020-06-17,3113.489990234375,118.12999725341795,26119.609375,1426.530029296875
2020-06-18,3115.340087890625,119.29000091552734,26080.099609375,1427.3299560546875
